"주차장코드","주차장명","주소","주차장 종류","주차장 종류명","운영구분","운영구분명","전화번호","주차현황 정보 제공여부","주차현황 정보 제공여부명","총 주차면","현재 주차 차량수","현재 주차 차량수 업데이트시간","유무료구분","유무료구분명","야간무료개방여부","야간무료개방여부명","평일 운영 시작시각(HHMM)","평일 운영 종료시각(HHMM)","주말 운영 시작시각(HHMM)","주말 운영 종료시각(HHMM)","공휴일 운영 시작시각(HHMM)","공휴일 운영 종료시각(HHMM)","토요일 유,무료 구분","토요일 유,무료 구분명","공휴일 유,무료 구분","공휴일 유,무료 구분명","월 정기권 금액","노상 주차장 관리그룹번호","기본 주차 요금","기본 주차 시간(분 단위)","추가 단위 요금","추가 단위 시간(분 단위)","버스 기본 주차 요금","버스 기본 주차 시간(분 단위)","버스 추가 단위 요금","버스 추가 단위 시간(분 단위)","일 최대 요금","공유 주차장 관리업체명","공유 주차장 여부","공유 주차장 관리업체 링크","공유 주차장 기타사항"
"1913605","훈련원공원 앞 관광버스 전용 주차장(시)","중구 을지로5가 40-2","NS","노상 주차장","4","버스전용 주차장","","0","미연계중","1","0","","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","Y","유료","Y","유료","0","1114015100001","0","0","0","0","0","0","0","0","0","*","N","*","*"
"1913606","훈련원공원 앞 관광버스 전용 주차장(시)","중구 을지로5가 40-2 ","NS","노상 주차장","4","버스전용 주차장","","0","미연계중","1","0","","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","Y","유료","Y","유료","0","1114015100001","0","0","0","0","0","0","0","0","0","*","N","*","*"
"1913613","DDP 유어스빌딩 앞 관광버스 주차허용 구간(시)","중구 신당동 204-92","NS","노상 주차장","4","버스전용 주차장","","0","미연계중","1","0","","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","Y","유료","Y","유료","0","1114016200006","0","0","0","0","0","0","0","0","0","*","N","*","*"
"1913615","성촌공원 남측 관광버스 주차허용 구간(시)","용산구 이촌동 173-1","NS","노상 주차장","4","버스전용 주차장","","0","미연계중","1","0","","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","Y","유료","Y","유료","","1117012900003","","","","","","","","","","*","N","*","*"
"1913619","성암로 관광버스 주차허용 구간(시)","마포구 상암동 1695-0","NS","노상 주차장","4","버스전용 주차장","","0","미연계중","1","0","","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","Y","유료","Y","유료","0","1144012700061","0","0","0","0","0","0","0","0","0","*","N","*","*"
"1913626","이태원 입구 관광버스 승하차 허용 구간(시)","용산구 이태원동 56-4","NS","노상 주차장","4","버스전용 주차장","","0","미연계중","1","0","","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","Y","유료","Y","유료","","1117013000141","","","","","","","","","","*","N","*","*"
"1913645","신세계면세점 명동점 앞 관광버스 승하차 허용 구간(시)","중구 충무로1가 52-47 (신세계면세점 명동점 옆)","NS","노상 주차장","4","버스전용 주차장","","0","미연계중","1","0","","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","Y","유료","Y","유료","","1114012400001","","","","","","","","","","*","N","*","*"
"1915134","효자로 관광버스 주차허용 구간(시)","종로구 궁정동 15-0 (청운효자동 주민센터 ~ 무궁화동산 앞)","NS","노상 주차장","4","버스전용 주차장","02-2133-2357","0","미연계중","1","0","","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","Y","유료","Y","유료","0","1111010300001","0","0","0","0","0","0","0","0","0","*","N","*","*"
"1915194","여의도공원 공영주차장(시)","영등포구 여의도동 2-11","NS","노상 주차장","1","시간제 주차장","","0","미연계중","1","0","","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","N","무료","Y","유료","180000","1156011000081","370","5","370","5","0","0","0","0","0","*","N","*","*"
"2872802","유료주차장(시)","성동구 성수동2가 273-15","NW","노외 주차장","1","시간제 주차장","","0","미연계중","19","0","","Y","유료","N","야간 미개방","0000","2400","0000","2400","0000","2400","N","무료","N","무료","","","500","10","","","0","0","0","0","","*","N","*","*"
"2890106","압구정고가1 공영주차장(시)","강남구 신사동 668-14 ","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","2","2026-01-05 15:24:38","Y","유료","N","야간 미개방","0800","2100","0900","2100","0900","2100","N","무료","N","무료","0","1168010700019","810","5","810","5","","","","","0","*","N","*","*"
"2904721","일원터널(시)","강남구 일원동 722-1","NW","노외 주차장","1","시간제 주차장","02-2290-6449","0","미연계중","11","0","","Y","유료","N","야간 미개방","0000","2400","0000","2400","0000","2400","N","무료","N","무료","70000","","130","5","130","5","0","0","0","0","0","*","N","*","*"
"2909030","마장동 공영주차장(시)","성동구 마장동 459-6","NW","노외 주차장","1","시간제 주차장","02-2290-6449","0","미연계중","10","0","","Y","유료","N","야간 미개방","0000","2400","0000","2400","0000","2400","N","무료","N","무료","80000","","120","5","120","5","0","0","0","0","0","*","N","*","*"
"2983079","난지중앙로노상공영주차장(시)","마포구 상암동 481-94 ","NS","노상 주차장","1","시간제 주차장","","0","미연계중","1","0","","Y","유료","N","야간 미개방","0900","2200","0900","2200","0900","2200","N","무료","N","무료","","1144012700003","150","5","150","5","0","0","0","0","","*","N","*","*"
"2988461","목동노외 공영주차장(시)","양천구 목동 905-32","NW","노외 주차장","1","시간제 주차장","02-2664-1386","0","미연계중","48","0","","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","N","무료","Y","유료","100000","","150","5","150","5","0","0","0","0","12000","*","N","*","*"
"3009241","방화우체국(시)","강서구 방화동 824-0","NW","노외 주차장","1","시간제 주차장","","0","미연계중","18","0","","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","Y","유료","Y","유료","0","","0","0","0","0","0","0","0","0","0","*","N","*","*"
"3039787","화양동공영주차장(시)","광진구 화양동 63-2","NW","노외 주차장","1","시간제 주차장","02-469-2939","0","미연계중","44","0","","Y","유료","N","야간 미개방","0000","2400","0000","2400","0000","2400","N","무료","N","무료","100000","","200","5","200","5","0","0","0","0","0","*","N","*","*"
"3068926","반포한강공원  반포2주차장(시)","서초구 반포동 115-5","NW","노외 주차장","1","시간제 주차장","","0","미연계중","315","0","","Y","유료","N","야간 미개방","0600","2400","0600","2400","0600","2400","N","무료","N","무료","","","1000","30","200","10","0","0","0","0","","*","N","*","*"
"3077801","성균관 유림회관(시)","종로구 명륜3가 53-0","NW","노외 주차장","1","시간제 주차장","","0","미연계중","40","0","","Y","유료","N","야간 미개방","0000","0000","0000","0000","0000","0000","Y","유료","Y","유료","","","1500","30","","","0","0","0","0","","*","N","*","*"
"3187200","반포천 공영주차장(파미에)(시)","서초구 반포동 118-3","NW","노외 주차장","1","시간제 주차장","02-6282-0550","0","미연계중","1186","0","2026-01-30 16:37:10","Y","유료","N","야간 미개방","0000","2400","0000","2400","0000","2400","N","무료","N","무료","168000","","550","5","550","5","0","0","0","0","","*","N","*","*"
"3204473","중림종합복지센터 부설주차장(구_중림(제5))(시)","중구 중림동 155-1","NW","노외 주차장","1","시간제 주차장","02-2280-8446","0","미연계중","95","0","","Y","유료","N","야간 미개방","0000","2400","0000","2400","0000","2400","N","무료","N","무료","140000","","250","5","250","5","0","0","0","0","0","*","N","*","*"
"3204489","남산파출소공영주차장(시)","중구 회현동1가 1-16","NW","노외 주차장","1","시간제 주차장","","0","미연계중","13","0","","Y","유료","N","야간 미개방","0900","2100","0900","2100","0900","2100","N","무료","N","무료","0","","330","5","330","5","0","0","0","0","0","*","N","*","*"
"3210880","용산구 한강로2가 2-39(시)","용산구 한강로2가 2-39","NW","노외 주차장","1","시간제 주차장","","0","미연계중","12","0","","Y","유료","N","야간 미개방","0000","2400","0000","2400","0000","2400","N","무료","N","무료","","","4000","60","4000","60","0","0","0","0","","*","N","*","*"
"3246229","삼성유료주차장(시)","강남구 신사동 625-13","NW","노외 주차장","1","시간제 주차장","","0","미연계중","20","0","","Y","유료","N","야간 미개방","1000","2200","1000","2200","1000","2200","N","무료","N","무료","","","3000","30","1000","10","0","0","0","0","30000","*","N","*","*"
"3246676","서울암사동유적 주차장(시)","강동구 암사동 139-2","NW","노외 주차장","1","시간제 주차장","","0","미연계중","108","0","","Y","유료","N","야간 미개방","0900","1800","0900","1800","0900","1800","N","무료","N","무료","","","1000","540","1000","540","0","0","0","0","","*","N","*","*"
"3246845","test(시)","강서구 방화동 845-0","NW","노외 주차장","1","시간제 주차장","","0","미연계중","123","0","","Y","유료","N","야간 미개방","0000","1900","0000","0000","0000","0000","Y","유료","Y","유료","","","1","1","","","0","0","0","0","","*","N","*","*"
"3246959","중곡1동 공영주차장(시)","광진구 중곡동 230-12","NW","노외 주차장","1","시간제 주차장","02-3405-4530","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","132","84","2026-03-19 16:14:30","Y","유료","N","야간 미개방","0000","2400","0000","2400","0000","2400","N","무료","N","무료","144000","","200","5","200","5","0","0","0","0","","*","N","*","*"
"3247099","구로2동 소공원 공영주차장(시)","구로구 구로동 454-1","NW","노외 주차장","1","시간제 주차장","02-839-4875","0","미연계중","104","0","","Y","유료","N","야간 미개방","0000","2400","0000","2400","0000","2400","N","무료","N","무료","","","150","5","150","5","0","0","0","0","","*","N","*","*"
"3247178","성북동길 공영주차장(시)","성북구 성북동 237-3","NW","노외 주차장","1","시간제 주차장","","0","미연계중","26","0","","Y","유료","N","야간 미개방","0000","0000","0000","0000","0000","0000","Y","유료","Y","유료","","","150","5","","","0","0","0","0","","*","N","*","*"
"3247265","강남구 개포동 1-1(시)","강남구 개포동 1-1","NW","노외 주차장","1","시간제 주차장","02-test","0","미연계중","1","0","","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","Y","유료","Y","유료","","","","","","","0","0","0","0","","*","N","*","*"
"3247850","강남구 개포동 1-1(시)","강남구 개포동 1-1","NW","노외 주차장","1","시간제 주차장","","0","미연계중","1","0","","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","Y","유료","Y","유료","","","","","","","0","0","0","0","","*","N","*","*"
